track_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence
5c3hK5u7Ffexubtjh02PJW,0.623,0.391,0.0701,0.0932,0.0,0.388,0.93
5OMpZa1m8amJy7ICItG1Sc,0.362,0.307,0.0293,0.0658,0.0,0.114,0.154
2PyOIDf1OSOQR3hG12dtA2,0.485,0.423,0.207,0.717,0.883,0.0909,0.145
0au5TqJjdzCR70cDLp9nQ2,0.687,0.823,0.0322,0.0772,0.0,0.144,0.82
5TdryAwnGlMsFFnxGm3fv9,0.726,0.277,0.0487,0.531,0.843,0.0887,0.0784
6Ct7T7kB5SSuBPNrcKXpCx,0.706,0.645,0.0647,0.663,0.0,0.307,0.731
4ahFzFAZRpfWaGbA2J3dAq,0.554,0.81,0.0382,0.0725,0.369,0.148,0.21
62FGiKU4IdFgb9au7uRMle,0.683,0.805,0.0566,0.0741,0.0,0.047,0.811
5VOJiy4ZseTafrksLPCxim,0.17,0.045,0.0418,0.99,0.923,0.15,0.0788
5cfct39EqJAkG0cqRaARz1,0.505,0.892,0.139,0.00162,0.00177,0.148,0.629
3ztvaG8BAkrJfFKB4NnCu1,0.649,0.912,0.0463,0.53,0.021,0.123,0.864
6eBrCPJAAUrOk1RgJEqdcP,0.592,0.429,0.0322,0.837,8.84e-05,0.133,0.426
6Qe7YCkIOc1iaw9HKqO3qV,0.862,0.696,0.0538,0.326,0.00467,0.0418,0.519
5CHXbSS76okOT6NeuEY9gr,0.82,0.866,0.214,0.152,0.0,0.0938,0.834
6Nenm0bjHwjCbTet7Zb9VH,0.576,0.837,0.0326,0.000215,0.0,0.191,0.419
6VmK90qPxCYXku3fpry4EI,0.737,0.373,0.0438,0.381,0.195,0.219,0.38
5aXTfpNOqLj35ydEiLio67,0.588,0.78,0.0432,0.0333,0.193,0.0728,0.201
71tQk3O7TH6PAyRMIqD8TU,0.802,0.694,0.0426,0.378,0.000286,0.0728,0.881
0xsRWwoFu6ZC15x3pC8YlP,0.604,0.951,0.0373,0.177,0.881,0.0873,0.504
1EUeDFq2zNP784GPaRs9aH,0.384,0.99,0.0601,0.00474,0.036,0.363,0.663
6iuBfHi5puZNm290jPaUBc,0.741,0.443,0.0607,0.176,0.911,0.195,0.556
1KyA5lXW7cAgMLwxRdVAu3,0.612,0.822,0.0428,0.000719,0.00019,0.14,0.686
32aV8LF9OX0Us0bjeEGF8G,0.589,0.763,0.0367,0.158,0.0,0.143,0.903
4TBUBJ2aFEyGJKWoziCXbl,0.417,0.334,0.039,0.718,0.0,0.674,0.23
7z5G2LOdV8okZn4yWg3q5g,0.706,0.552,0.0833,0.235,0.0,0.144,0.835
144AU6jf1J8fl0wLaQw4e8,0.757,0.627,0.0284,0.42,0.000868,0.117,0.212
0biCSADTAblvLTLtJz4pXO,0.799,0.784,0.0519,0.11,2.84e-06,0.227,0.26
7n6FiTKMPLDZNjvmhVuxSu,0.764,0.62,0.341,0.511,0.0,0.109,0.36
5M2f7YbqT2m2uOlUJNkDIP,0.558,0.886,0.0508,0.0156,2.9e-05,0.345,0.063
7sho2i3R4brLTzwYxRsXwe,0.359,0.554,0.0457,0.119,0.975,0.227,0.0392
7mCs2Eai4oIX9q4SNJirjo,0.66,0.543,0.0457,0.628,0.0135,0.0834,0.423
1QcAm8PFwuZGa0rehfph8T,0.399,0.905,0.0947,0.00124,0.000515,0.169,0.389
5AiGpfWDQCb0DdVfMkA9W9,0.776,0.813,0.146,0.0994,6.16e-05,0.097,0.397
0IBfzm4cEZ0rQK5YGXjXNg,0.63,0.916,0.0522,0.00106,0.0225,0.871,0.303
2g96s7bUTE15xXW3Gnkvr3,0.766,0.586,0.0452,9.98e-05,0.754,0.0983,0.073
7q8xQK3L1z3Vt9El830B6O,0.183,0.823,0.0712,0.543,0.92,0.921,0.00766
793VAZ2ErvDgTgJmvlwRVW,0.598,0.929,0.0629,0.0072,0.406,0.369,0.655
2dIs40C97zjNaJLrY03Czv,0.46,0.946,0.0624,0.000267,1.7e-05,0.131,0.684
6vivOwSdx80JRFKlLnt5x7,0.563,0.299,0.0287,0.197,5.6e-05,0.362,0.232
1e9IYUO2mZvklWC5RkffPl,0.12,0.971,0.0655,0.996,0.883,0.809,1e-05
69zmyMJrufLbIGGC4QO2al,0.525,0.641,0.0259,0.000285,0.02,0.111,0.159
24SuNR4a3rtiDNP0wqVA1Z,0.862,0.506,0.267,0.0542,2.96e-05,0.117,0.512
7DQ4Z21hk1wu1RuBMIbMfa,0.522,0.825,0.0384,0.4,0.0,0.182,0.881
0lilgvafSkWOEiTaXKBQew,0.325,0.536,0.0323,0.614,0.0,0.251,0.218
1g8SEY3F2iliV1aJgqmQsv,0.406,0.567,0.036,0.605,0.0178,0.24,0.767
0jtNFxtaDRzLTP75rmDRAB,0.484,0.474,0.0363,0.8,0.0,0.0877,0.35
3An7MrOZHfQCg789ZuqXnD,0.266,0.574,0.176,0.000104,0.137,0.359,0.542
05ldMUa2b7KhctXmx0T30M,0.648,0.73,0.415,0.248,4.94e-05,0.0865,0.904
6VnHJ2qyC1MpodivmPBm8F,0.485,0.0192,0.0503,0.991,0.922,0.0991,0.41
7oTUCpSwd2yVIUnzT5uaIv,0.741,0.499,0.0356,0.23,0.0,0.125,0.692
1Yk0cQdMLx5RzzFTYwmuld,0.578,0.43,0.0305,0.33,0.0,0.0854,0.288
2A5eNt3Iso3DUkXuLvS6iB,0.335,0.232,0.0334,0.908,8.89e-06,0.292,0.381
5EDLYLzDy7O7WQdBYM5udQ,0.276,0.259,0.034,0.987,0.866,0.102,0.416
2XTBQyBapzuWbx3ZByfOrn,0.475,0.603,0.0421,0.486,0.0001,0.249,0.848
6rUtMKEej81ORTGtCpjyOJ,0.683,0.187,0.0347,0.983,0.00246,0.107,0.101
1VvGJIAjhGdB7InVP9NA7V,0.675,0.392,0.037,0.773,0.0,0.109,0.534
7cpmOUEq5w1ixakEBwhYDm,0.503,0.522,0.0248,0.0232,0.00955,0.152,0.468
77mgPXrIdAkZNow330PdiW,0.468,0.134,0.0668,0.844,0.00704,0.0787,0.607
1fXLZcw8b1nBbK7DVv4xa0,0.623,0.678,0.243,0.285,0.0,0.172,0.781
1PA14CUHy7pwikmVZCCuj7,0.587,0.898,0.0395,0.00216,3.39e-06,0.17,0.906
7qL0ktZOvAZ5anQ9rDpbru,0.67,0.884,0.0341,0.101,0.0,0.0818,0.375
5i4E31zAmzqlWQHFxF9A4x,0.177,0.773,0.0859,0.103,0.965,0.123,0.114
7cQj1y3ggERp3Jx0NdHIko,0.646,0.486,0.0539,0.00135,0.000892,0.68,0.931
2LXjhNee4iPRVemx9NSZQ3,0.571,0.417,0.0449,0.134,0.402,0.105,0.384
53aldgyl3B6Zvpl5wP0UTf,0.532,0.85,0.0572,0.00165,0.582,0.187,0.421
0HYGLvNBfQ0F0WvpXCPgVh,0.382,0.874,0.0393,0.0242,0.0444,0.0879,0.169
0h3z3QSWAaC94JGeinkwia,0.149,0.972,0.102,4.66e-06,0.972,0.376,0.0988
3BztDPhRhfwdwUndTlg45h,0.751,0.565,0.0513,0.0777,0.0121,0.0855,0.679
0HhWAs1xH9is3YW9k4Uivo,0.744,0.301,0.0537,0.73,0.858,0.13,0.68
7oVEtyuv9NBmnytsCIsY5I,0.585,0.972,0.0534,0.0143,0.0,0.0707,0.585
6EuhWZ5D9InbLzy2biiVdV,0.069,0.196,0.0805,0.283,0.934,0.36,0.0336
17NjGRyeLReOfxpq3hQAMv,0.507,0.917,0.0452,0.0664,0.000145,0.365,0.401
77Sbw4UK1eQvkzDWoge03I,0.766,0.58,0.259,0.0179,6.76e-05,0.0655,0.64
4CTQxpHlgMLtZpClDfxgUw,0.432,0.342,0.033,0.785,0.000204,0.0899,0.362
4aUnmZzTqfrETKCmE6zvaw,0.747,0.848,0.0747,0.142,0.0247,0.202,0.88
6VcB4JudF8TFcbobm9TDCR,0.572,0.939,0.0471,0.0657,0.0,0.368,0.671
73Y5Gl53bu3gcsXkM42uWV,0.413,0.472,0.126,0.14,0.0,0.0383,0.639
3QEXUl3LgyOLhf60C54JOO,0.296,0.871,0.0741,0.000146,0.439,0.133,0.251
19MCvHdBjEheiweLyjiQWX,0.425,0.245,0.04,0.929,0.903,0.68,0.393
5O7MsnN7SWgWYN5Y0L88M3,0.387,0.976,0.115,4.64e-05,0.000514,0.076,0.219
1HFfMOxCAT4GAwaPfCdmUs,0.829,0.51,0.0369,0.00821,0.00143,0.0829,0.45
15zPB39hq3oj3UiNPuclzP,0.643,0.619,0.0467,0.408,0.5,0.153,0.842
7K0pKyU2oYG8TJHXXyEHGy,0.583,0.722,0.0322,0.093,9.03e-06,0.359,0.272
5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,0.0261,0.0128,0.0,0.15,0.638
0lNr0bkRupchqckGeSMSpZ,0.518,0.723,0.137,0.157,1.2e-05,0.107,0.363
2d3FKikY1SYEUK89ZcPDzC,0.647,0.654,0.178,0.0336,0.913,0.112,0.353
3mcQVGSLnLHaedGHXW6Blt,0.246,0.531,0.0496,0.779,0.648,0.106,0.0398
0DHUytyEaNS04kd8atBDEp,0.618,0.916,0.0416,0.0137,2.78e-05,0.337,0.614
3BAY4dhQ5Fchny1p49OYXv,0.742,0.877,0.0652,0.026,0.804,0.0682,0.723
0dd3jG6zsD2auy0hit4UOX,0.506,0.554,0.045,0.73,0.0415,0.155,0.672
3joAhd1lWD8ast5zPP5YUS,0.288,0.0456,0.0512,0.911,0.000252,0.151,0.0689
0CoSBNNeO8JgayAfLttECk,0.307,0.05,0.0345,0.996,0.94,0.105,0.41
61ZM92T2zaXIVsqncThQzC,0.57,0.672,0.0716,0.172,1.04e-06,0.0768,0.461
6U7GUjtamt2P0LcFod1dBT,0.747,0.928,0.0824,0.0297,1.75e-06,0.113,0.87
0TWramd5KqDXxMTjkJxDkx,0.3,0.623,0.0313,0.000952,0.945,0.0908,0.0346
0F0Hu3MIenJyvk7rdt00L4,0.853,0.791,0.246,0.0942,0.0,0.388,0.596
7ch89fdAaK52QYF5QKUUab,0.738,0.607,0.0845,0.00746,0.324,0.0699,0.78
6Iv2KGbfhFEAJo8P2yTiY6,0.615,0.811,0.0377,0.346,0.00063,0.382,0.419
5LEXecCiCViwcdJvDMoWZR,0.342,0.77,0.0363,0.0585,1.46e-05,0.372,0.411
0znKh3KRLuwVMbSMk8Kr79,0.533,0.133,0.0309,0.956,0.972,0.119,0.313
3QK2bbLCTGoFXFt64e5TBY,0.816,0.8,0.0733,0.0283,6.03e-05,0.129,0.534
4UU97IGHOhBhZjCUgDFUiz,0.613,0.812,0.0355,0.259,0.0,0.185,0.394
3Aj99QBnPuowk3n6bkFciI,0.784,0.551,0.0429,0.687,0.829,0.103,0.307
21AziTMaZwcLflGMAj85o5,0.72,0.819,0.0362,0.0411,0.0,0.0606,0.898
3LJFoOy0QZ9dW4rrHilNjy,0.324,0.0237,0.0556,0.991,0.937,0.123,0.0758
65lzRdaTSuLkNrCWcSefGi,0.66,0.47,0.0302,0.291,0.0,0.223,0.636
6uRhOHCa1APhYNgsvU1EqF,0.579,0.915,0.0464,0.00401,0.000546,0.118,0.521
77J6Em7p4JBXC1QxKFTmOG,0.643,0.369,0.101,0.0388,0.83,0.114,0.661
31PJ1LZjJKfphESzV7xdvg,0.465,0.57,0.121,0.687,0.0,0.961,0.449
2Ycsc5F44f2fHkx73lTFaK,0.822,0.188,0.0672,0.714,0.541,0.105,0.374
5ZSIKIjJtKnqT9lJcP6BvM,0.77,0.673,0.0535,0.0273,0.0,0.425,0.569
51XZBnAdNQKkhtkHvY4fxS,0.594,0.534,0.0277,0.00476,6.88e-06,0.129,0.667
4VdP7DXnWGS7ReVLlDZrOy,0.538,0.86,0.179,0.00272,0.492,0.316,0.364
5TvSMq5VLImKRaijVRNfAj,0.349,0.946,0.13,0.00823,3.37e-06,0.354,0.38
2m8UShpNDIPkNWCxBN909N,0.721,0.579,0.0498,0.0018,0.115,0.144,0.583
1IzmsrIxby0W5NwpOhkIgv,0.218,0.892,0.0998,4.58e-05,0.94,0.551,0.18
2jimm1jAeazqJAmcn5JXvR,0.398,0.4,0.0328,0.452,0.0,0.125,0.322
77XOYoYeK1CoTfnKUIXTjk,0.326,0.949,0.12,0.0002,0.00115,0.091,0.12
2gBHPw488fjNjHIpBJl8Kk,0.577,0.866,0.0601,0.006,0.000708,0.164,0.28
0yzX8MYYJHw7A3PLvgEc7e,0.72,0.926,0.0297,0.309,0.0,0.0761,0.846
61JaHYd8nsdvB3srjgGZtM,0.67,0.946,0.074,0.00193,0.463,0.384,0.0792
11JcKBQsIAawlt3zuS5cFl,0.257,0.0613,0.0393,0.946,0.911,0.0873,0.107
2KN5wY5R4gXbka8wB2kXh8,0.666,0.906,0.0446,0.0196,0.000346,0.0947,0.659
5IfQyCZaEcB2cHoL7OoxVF,0.597,0.824,0.0462,0.0925,0.000203,0.264,0.845
3RE5nHIVkC4KcA7snFaTKd,0.568,0.686,0.033,0.15,1.81e-06,0.0881,0.725
1mwBcXok4MlLEzU8u8ZEhh,0.588,0.722,0.0289,0.0663,0.0,0.0721,0.243
1MUoagfJ1ez2ojQQjvpNYq,0.619,0.525,0.0391,0.707,6.33e-06,0.696,0.628
44MuHC0wUbbw3qrWyxn74C,0.344,0.354,0.0329,0.749,0.0,0.11,0.19
1tfYOqEAbuXZ5lWjZNhLoh,0.731,0.714,0.079,0.197,3.5e-06,0.1,0.747
5XFNxeWhhpNc0175JKydLD,0.595,0.977,0.0917,0.000391,0.768,0.27,0.427
0xuFsAioeWRoVhFzGU4BwG,0.711,0.819,0.0471,0.366,0.0,0.283,0.553
01N3dypizZMUHKdcsQ02Jo,0.665,0.951,0.0937,0.00436,0.0171,0.255,0.787
0vxlqUrmgsiyAWOHaAfnSK,0.458,0.363,0.032,0.892,3.79e-06,0.155,0.492
2w2rCYdC0WmoXLkysXcYzG,0.742,0.474,0.181,0.659,0.945,0.573,0.489
4VzhywntIjbEhUqxnJz0ND,0.768,0.763,0.0273,0.111,1.53e-05,0.114,0.895
2nEMZAY2Hoa4eZwmvvt8vP,0.823,0.534,0.0496,0.0239,0.486,0.105,0.0395
543YXXfaDoKTdcVp0tvPgG,0.425,0.893,0.059,0.161,0.00724,0.889,0.783
41hpbFaRvNCVUzu8ADXLtj,0.417,0.689,0.0365,0.913,0.914,0.366,0.563
5Uf25ZStTPaO356JtYEa8Y,0.479,0.284,0.398,0.964,8.21e-06,0.108,0.655
6MtMKc5nknnbr5TDVKLUte,0.689,0.861,0.0873,0.000883,0.713,0.276,0.0302
0a5bri0S23Mx2e62v2HsYU,0.773,0.869,0.0689,0.0617,5.41e-05,0.102,0.426
7uI6dvHU3zdSdtkbC3BCku,0.181,0.989,0.186,2.98e-05,0.418,0.658,0.154
3cw3Z7mS55gd3NUjh4k0bL,0.619,0.637,0.0286,0.015,0.0,0.374,0.936
4QgDYJRYJrYgK5au9IZhwP,0.487,0.985,0.0693,0.000686,1.58e-06,0.116,0.36
2q3kT5fOhkV6FQ2RyVQkCP,0.639,0.441,0.0272,0.35,0.0,0.509,0.663
6ZWnHUhoN6k68kTwUV24R6,0.603,0.834,0.0954,0.00336,0.801,0.211,0.352
7k3uKOLzMCvYM00E3QZTSq,0.7,0.764,0.0314,0.0247,0.0,0.162,0.424
6MfYUSt0vguOQdmQBqxQ4U,0.637,0.925,0.0672,0.0536,0.0,0.146,0.92
0BxUQDBa1pCRlUYEELwBcH,0.645,0.971,0.067,0.00503,0.0,0.312,0.92
424kxlBHkHVxwwMkDlPp1s,0.364,0.0393,0.0374,0.995,0.865,0.0897,0.195
4hkB8cT7ahE2IyaKLZTHNE,0.839,0.688,0.352,0.0971,0.0,0.142,0.833
3sTSo8X7UCDTVUVMJ63LJO,0.719,0.634,0.0255,0.0186,0.0,0.108,0.591
2TsE9fOlT4hpnU357gfBv2,0.407,0.422,0.0281,0.505,0.0,0.0935,0.25
1PR5pyPiOEEQ02oJYq402x,0.545,0.658,0.0474,0.496,0.0,0.105,0.683
0UaHOCvFu9vN3dJcVJoPgg,0.861,0.701,0.0606,0.445,0.0,0.218,0.846
1keWmyG6qyBbMagPBdgUKr,0.0,0.0268,0.0,0.964,0.993,0.124,0.0
5MuHf3VBDhDq0KDkNUfVrO,0.556,0.583,0.0335,0.0256,2.73e-05,0.115,0.327
7i8Kv9xDbADYpa8RhQUpGO,0.481,0.947,0.0704,0.251,3.48e-05,0.353,0.935
1ti33rt0iXcWh3CiWcpLB0,0.589,0.729,0.341,0.199,0.0,0.132,0.708
5pzHefoKlPT8mZeLUL5Grk,0.401,0.504,0.0271,0.863,1.63e-06,0.112,0.229
3BnBKNItMng824sLx0pUfy,0.687,0.871,0.0689,0.00225,0.00708,0.134,0.539
3thIARBf9vzQXQYuaOf8Wd,0.729,0.52,0.0258,0.562,0.000893,0.101,0.458
69bDRy5MeWQl1lNeEJQIBE,0.705,0.695,0.113,0.0112,0.0,0.691,0.44
2109dBho14Lqh2wr8goqAP,0.621,0.515,0.0453,0.616,0.000137,0.11,0.657
0uIBkp2PD4PnEkCiEwUJW8,0.33,0.896,0.12,0.352,0.0,0.968,0.123
6KAHkWzY0RhDLXDazqz9GM,0.726,0.329,0.0929,0.908,0.00943,0.36,0.346
6XB4v0c3IZjvA939Xn7PE2,0.559,0.531,0.0373,0.00124,0.722,0.347,0.131
3mDu5G1XUi60qhoA2p2jlP,0.716,0.654,0.142,0.488,0.0,0.114,0.407
4Rz0T332xtXIkPlMjY22v7,0.343,0.955,0.103,0.000729,0.000103,0.106,0.517
33zcmmElV1YbRZe57biUjg,0.746,0.703,0.107,0.352,0.0,0.331,0.667
3LcqZAw3puT6iRNkuowSlp,0.651,0.816,0.0818,0.126,2.97e-05,0.165,0.507
0bIgZAoXlENJVhVCt838Az,0.739,0.644,0.0508,0.0731,0.0,0.28,0.497
5GFhplbG6fZDvs6Qdwqy4P,0.545,0.7,0.0323,0.0982,0.0,0.1,0.799
0kavVZx38UlVVTxw5HUIJL,0.874,0.608,0.408,0.0189,0.0,0.102,0.594
4oJgwqOuG0v1TIp4d6J5CM,0.586,0.76,0.0312,0.00834,0.446,0.15,0.917
20TF0ZcBMRjHGIP24twtyl,0.549,0.764,0.0262,0.06,0.034,0.116,0.298
3zmZex42XekXgTssXUNkO0,0.616,0.816,0.271,0.017,0.0386,0.147,0.175
2n0U2OG5d6TuW5mKx7YrC0,0.546,0.5,0.0379,0.802,0.00108,0.107,0.449
0MIBP8AL52wEm4pevVgPZI,0.59,0.992,0.0809,0.000137,0.46,0.495,0.211
3Hgn2dn7YMLhsJKlH1BOWa,0.224,0.93,0.16,7.26e-06,0.0885,0.0351,0.157
1w4606WzxPXiliL2MxcPy8,0.587,0.437,0.0452,0.555,0.00185,0.244,0.743
1Y8UNEAYDl0saNBzuygXom,0.2,0.987,0.16,1.31e-06,0.528,0.143,0.138
4UAA90EcCF2AdBcvA9z0l9,0.454,0.818,0.0349,0.00334,1.36e-05,0.301,0.523
1LQ1LV5epSkGV7XU9qOKjD,0.306,0.621,0.0387,0.0163,1.16e-05,0.139,0.157
6mmyRIjtOmYDYxaFRDByfY,0.85,0.902,0.257,0.13,1.73e-05,0.0867,0.836
2CWcO0kduKYfsSHY8E3Iml,0.448,0.873,0.0545,0.00873,2.88e-05,0.347,0.968
602gtPqmrs7PMKVPeE0j7R,0.594,0.613,0.0291,0.384,0.000626,0.115,0.877
73xAQWV4i6aASNqCkqR1OU,0.24,0.979,0.0812,2.1e-06,0.566,0.334,0.0861
73IEW6VfH0QtUssW946VCT,0.0846,0.957,0.11,0.0,0.349,0.287,0.163
5bKOctkwgdfCktzgabUPne,0.159,0.0243,0.0342,0.991,0.904,0.0959,0.0378
6KhT7CK6FL0BnI3nVPqv4F,0.644,0.522,0.0273,0.0824,0.0,0.122,0.477
5N47FEM0Y5b4uj0Zo1SqXC,0.832,0.801,0.0429,0.626,5.98e-05,0.24,0.884
00DuOxungwHwVUX2m37P0P,0.519,0.264,0.0601,0.918,0.000253,0.237,0.192
42nq6tG2mUQQhkBIM0kPuu,0.373,0.289,0.0384,0.935,0.594,0.547,0.262
1Gqs7aFWTT5WAtcQI19OfM,0.506,0.31,0.0721,0.318,0.0,0.119,0.354
3GQPjADwqNanOyF03j80jJ,0.481,0.937,0.0579,9.36e-06,1.89e-06,0.513,0.789
1jLPkdowV0Q65AIMeElJpR,0.405,0.402,0.0319,0.74,0.944,0.181,0.354
2L2aSrua8ZBRMogFhF6I1Q,0.736,0.41,0.0528,0.0361,0.854,0.38,0.587
412o5uEQRtVXJS4IBePOzC,0.319,0.977,0.106,0.000999,7.52e-06,0.149,0.314
1a17Gt5Vh0HTKFCZr8Pctk,0.791,0.841,0.0471,0.0913,0.0,0.0913,0.828
2ccrRdnmzDblAFpto4PBCh,0.419,0.981,0.138,8.33e-05,0.00367,0.287,0.0831
0CrJVibIdsL6mqmYI9R9hc,0.398,0.948,0.102,0.000214,0.0248,0.248,0.176
6yLIqXX9edg1x0HZS7cZEv,0.279,0.473,0.0309,0.242,0.00164,0.158,0.246
3Hvhm0NXjx5mI0OOkPk06E,0.529,0.779,0.0617,0.371,0.0,0.762,0.556
6C9fxiL7M1B24erpM0e5lr,0.25,0.192,0.0357,0.988,0.786,0.439,0.258
35fXLEkCzyQJg0DET8wvhh,0.226,0.421,0.0854,0.926,0.364,0.348,0.0726
7rYSoPWMuQKfMqcems4GGj,0.668,0.394,0.0778,0.124,4.06e-06,0.0805,0.0998
0KAiWkzEGqxjZqXDT0IwIz,0.27,0.26,0.0322,0.75,2.07e-05,0.128,0.182
3e95Yjkzhw8oR2pR1BPQpI,0.258,0.175,0.0323,0.939,0.000156,0.136,0.107
36zJ4VYJyMZf9bLKO0P24S,0.669,0.428,0.0369,0.203,0.759,0.0958,0.685
6UWHPiDxBtTrktr4hjKlj0,0.879,0.675,0.268,0.206,0.0,0.235,0.622
4xXkmpsOPJtR7z7dy0tiNn,0.203,0.954,0.115,0.00147,0.00266,0.058,0.114
0XgmLT6nDInA6w2yxpVsZh,0.647,0.876,0.185,0.881,3.59e-05,0.26,0.949
6TFESXMfJJWwccviaxGAMa,0.319,0.552,0.0307,0.719,0.0,0.144,0.221
5Ej2EqnI2tBJn7h7ctSbGV,0.543,0.604,0.0253,0.257,0.0,0.313,0.525
54VWTs5polvkK5Lzcq0QYs,0.5,0.901,0.07,1.95e-05,0.0104,0.217,0.716
32NHyaQLQoV2rRlljNVq9H,0.448,0.606,0.0609,0.577,0.0,0.217,0.483
5o0TzTBBSaouG2Yi58ZLON,0.787,0.629,0.0748,0.0122,0.425,0.121,0.46
2PgaoRDmiqMMgqgTIfue4u,0.439,0.989,0.0478,1.45e-06,0.874,0.0771,0.618
641JGaa36EEBvjp1x2vqqn,0.453,0.995,0.173,1.5e-06,0.95,0.32,0.17
14246VCxRDGZHqlMlqWSz4,0.601,0.938,0.282,0.0225,0.0,0.0508,0.762
2t34NVhBMk3VqQv9SNjOv7,0.49,0.728,0.074,0.125,0.0918,0.205,0.162
398dL22bDbKbAmiOnPaq7o,0.748,0.661,0.0334,0.157,0.00102,0.101,0.743
6SA1ej8pu5hCoAZXNiMTmQ,0.627,0.704,0.0497,0.0458,0.0859,0.113,0.781
4K13mRhnD4wcbV6I6V5fbF,0.519,0.876,0.032,0.558,0.00513,0.0809,0.85
0hlTZ3BHBU8PBvhjOmfoww,0.655,0.242,0.0729,0.695,0.00013,0.703,0.261
43wBEMmDjKXCR1l6vzHHAJ,0.745,0.402,0.0282,0.605,0.0,0.175,0.485
7xfSCgVOkQJhVxnqzepATH,0.216,0.199,0.044,0.991,0.916,0.095,0.339
4GPTqTFAkOXNGd5Cy6sTvx,0.431,0.854,0.0627,0.000117,0.0001,0.0955,0.179
4zCgJHtmM7QVRfS3Q0dNSi,0.695,0.801,0.0441,0.00124,0.0,0.479,0.646
41uvhNzLAgrJ4pyODqzWvR,0.788,0.709,0.0415,0.578,0.0,0.2,0.881
4vrRgRcc4UAKFyulv0WbWy,0.512,0.664,0.402,0.496,0.000346,0.342,0.33
0njcc3OUJ1Qqoxz9fyYctZ,0.803,0.75,0.0551,0.0233,3.87e-05,0.045,0.628
79LJ1TW2J8hxtlnPGwU8ki,0.591,0.769,0.15,0.049,0.0,0.369,0.723
2tzbj31q4axOeSzILsPbkD,0.353,0.911,0.055,0.00243,8.67e-05,0.569,0.679
1ygjXzCzApOeNr396plHmT,0.848,0.771,0.151,0.101,4.14e-06,0.181,0.16
0d4zbVMKsJos57u4S4Mdt1,0.798,0.87,0.0334,0.304,0.109,0.0549,0.961
6JMUqW6dwWduaPPqGCkcgk,0.671,0.961,0.0732,0.00558,1.31e-05,0.0306,0.922
7MmCtSgteCZnHA40oOSGSp,0.768,0.759,0.0348,0.134,9.56e-05,0.0531,0.96
13BMiB0dRhu1NFKRwGjzzT,0.675,0.681,0.212,0.264,0.0,0.115,0.916
0HLLXulya71QkF53jef2U3,0.483,0.49,0.04,0.819,0.000109,0.157,0.247
242veX8fdO598GiPJMTCl5,0.652,0.937,0.092,0.0292,0.00122,0.595,0.435
4GQO1491lOB5o2mEo8Qq6s,0.409,0.244,0.0743,0.796,0.0,0.3,0.187
6emZMVNvIxW57fhxPlyxLp,0.442,0.882,0.0536,3.26e-05,0.0,0.421,0.443
4BXkf6yww23Vdju7E1fUrn,0.587,0.35,0.0318,0.74,0.0,0.156,0.17
6WYHJTCeO3kyRfRmQW9enw,0.409,0.404,0.0285,0.446,0.0,0.132,0.288
4izgiP9lJ2Y6BawzUQ4AHA,0.778,0.571,0.0788,0.0423,0.0,0.0964,0.554
2O82EzPmpQZfWO0hfTHOJL,0.554,0.784,0.0696,0.199,1.24e-05,0.084,0.689
0CXUOQZfm3X95jJNHFfb6f,0.469,0.477,0.215,0.311,0.0,0.978,0.564
5I35M1ruDXFzK63YCg7Ijw,0.808,0.811,0.0448,0.163,0.0,0.148,0.753
4uoR6qeWeuL4Qeu2qJzkuG,0.787,0.728,0.389,0.189,2.29e-05,0.0629,0.545
37pUW7oHqwFaa313OQ6CBg,0.72,0.839,0.123,0.0876,0.00347,0.501,0.37
6MxBErMlx7n16aJNbPVPFD,0.503,0.919,0.668,0.448,0.0,0.514,0.0615
0tEXlkyMxbOFoD1434xDuN,0.869,0.802,0.504,0.0978,0.0,0.0998,0.346
0HXTeJbCIQFHegpE2lx5Ej,0.579,0.0763,0.0455,0.918,0.949,0.0905,0.784
4dVbhS6OiYvFikshyaQaCN,0.398,0.927,0.0567,6.2e-05,0.000177,0.0575,0.311
1sh6lL6cmlcwhqZKGiKBua,0.509,0.79,0.0374,0.332,6.67e-05,0.316,0.638
29LrDIgsXhcQqlEbtKL7Fz,0.565,0.792,0.132,0.0913,0.0,0.114,0.639
0zcoDmDQzvwEagDYEGI1G5,0.574,0.868,0.0305,0.0729,0.0,0.131,0.67
3o1PRbokd7vt35m73YonoF,0.647,0.71,0.156,0.685,0.000216,0.617,0.593
5LK19eRCqoKuRSVuUEhEKh,0.477,0.605,0.0319,0.0512,0.0,0.0563,0.0779
2ylqFBtxSjMqMP7q0WO8gl,0.316,0.368,0.0447,0.991,0.00181,0.094,0.111
54cBqIDAX3dH5Ys1DKgDWR,0.407,0.967,0.0576,9.96e-05,0.0,0.103,0.198
4Jr0O3zgoKEk71sIlABkLp,0.662,0.394,0.0361,0.789,0.124,0.111,0.326
6Zn0zQjySCeUxSjVMsUi1c,0.576,0.82,0.0346,0.432,0.0,0.278,0.837
6u4QtlkKJ879ElNlgw0R7M,0.747,0.855,0.0288,0.186,2.61e-06,0.0885,0.6
0XQBLDVLGdsXhFQb7jU3nM,0.328,0.689,0.031,0.305,0.0489,0.327,0.645
